,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,NUM_BO,ANO_BO,DATA_REGISTRO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESC_PERIODO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,BAIRRO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,NOME_DELEGACIA_CIRCUNSCRICAO,NOME_DEPARTAMENTO_CIRCUNSCRICAO,NOME_SECCIONAL_CIRCUNSCRICAO,NOME_MUNICIPIO_CIRCUNSCRICAO,RUBRICA,DESCR_CONDUTA,NATUREZA_APURADA,MES_ESTATISTICA,ANO_ESTATISTICA,CMD,BTL,CIA
475587,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HF1909,2025,2025-05-18,2025-05-17,20:50:00,,Via Pública,Via Pública,CAMPESTRE,RUA GERALDA PEREIRA DOS SANTOS,91.0,-22.7611485,-47.6524729,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475588,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HF6225,2025,2025-05-18,2025-05-18,14:50:00,,Via Pública,Via Pública,JARDIM IBIRAPUERA,RUA VASCO DA GAMA,10.0,-22.7456961,-47.6554562,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475589,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HF7863,2025,2025-05-18,2025-05-18,18:10:00,,Via Pública,Via Pública,LOTEAMENTO KOBAYAT LIBANO,RUA PROFESSOR CINYRA DA ALMEIDA CANTO TEIXEIRA,77.0,-22.7566581,-47.6776679,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475591,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,HI3591,2025,2025-05-20,2025-05-20,10:26:00,,Via Pública,Via Pública,JARDIM NOVA SUÍÇA,RUA: ZULMIRA FERREIRA DO VALE,1120.0,-22.7525763,-47.6694046,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475592,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,HK3243,2025,2025-05-21,2025-05-21,14:00:00,,Via Pública,Via Pública,JARDIM SAO JORGE,RUA JOÃO MANOEL DE MORAIS SAMPAIO,100.0,-22.7495935,-47.6839803,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475593,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HP4486,2025,2025-05-25,2025-05-25,19:50:00,,Via Pública,Via Pública,NOVO HORIZONTE,RUA CAMPANARIO,119.0,-22.763808814,-47.6758614469999,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475594,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,1ª DIG-DEIC-DEINTER 9,PIRACICABA,HR9658,2025,2025-05-27,2025-05-27,11:45:00,,Via Pública,Via Pública,JARDIM ESPLANADA,RUA OSWALDO FERRAZ DE CAMPOS,4.0,-22.7451981,-47.6539722,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475595,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HU4374,2025,2025-05-29,2025-05-28,22:16:00,,Via Pública,Via Pública,MONTE LIBANO,RUA SENADOR SARAÍVA,1400.0,-22.755211495,-47.659090737,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475596,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HX1187,2025,2025-05-30,2025-05-30,17:30:28,,Via Pública,Via Pública,COSTA RICA,RUA VATICANO,333.0,-22.7629083,-47.656706,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475597,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HY0300,2025,2025-05-31,2025-05-31,10:00:58,,Via Pública,Via Pública,TANQUÃ,RODOVIA SAMUEL DE CASTRO NEVES,100.0,-22.7287513,-47.7771234,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,1ªCIA
475598,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,2ªENTORPECENTES-DEIC-DEINTER 9,PIRACICABA,GS0393,2025,2025-05-08,2025-05-08,10:30:00,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS TARUMÃS,391.0,-22.6692855639999,-47.659247775,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Localização/Apreensão de objeto,,APREENSÃO DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
475604,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GQ0906,2025,2025-05-07,2025-04-29,,A noite,Via Pública,Via Pública,NOVA PIRACICABA,AVENIDA MAURICE ALAIN,454.0,-22.717983788,-47.656705572,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475606,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GS5820,2025,2025-05-08,2025-04-21,03:57:00,,Rodovia/Estrada,Acostamento,AREIAO,RODOVIA SP 127,127.0,-22.6969478629999,-47.652500544,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475607,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GT3849,2025,2025-05-09,2025-05-08,21:00:08,,Repartição Pública,Instituto,VILA INDUSTRIAL,AVENIDA BRASÍLIA,1381.0,-22.6871389,-47.6658766,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior de Veículo,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475608,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GU2466,2025,2025-05-10,2025-05-09,16:18:00,,Estabelecimento Industrial,Metalúrgica,JARDIM PRIMAVERA,RODOVIA FAUSTO SANTOMAURO,26.0,-22.6393857914453,-47.6119221130687,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Fios e Cabos,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475615,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,HF5323,2025,2025-05-18,2025-05-17,,A tarde,Outros,Outros,NOVA PIRACICABA,AVENIDA DR. MAURICE ALLAIN,454.0,-22.7188914,-47.6562237,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475623,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HM5556,2025,2025-05-23,2025-05-23,06:00:00,,Via Pública,Via Pública,VILA REZENDE,AVENIDA DONA FRANCISCA,0.0,-22.7133227,-47.6568278,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475626,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,HQ3644,2025,2025-05-26,2025-05-26,,Em hora incerta,Saúde,Hospital,ALGODOAL,AVENIDA CONCEIÇÃO,350.0,-22.7011105,-47.6626059,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475630,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HW9161,2025,2025-05-30,2025-05-29,15:29:24,,Outros,Outros,AREIÃO,AVENIDA LIMEIRA,722.0,-22.7038523,-47.6497462,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,5,2025,CPI-9,10ºBPM/I,5ªCIA
475631,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GK1839,2025,2025-05-02,2025-05-01,,Em hora incerta,Via Pública,Via Pública,CAPIM FINO,RUA ABELARDO BENEDICTO LIBÓRIO,1265.0,-22.6642423,-47.604683,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475632,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,GK7586,2025,2025-05-02,2025-05-02,22:15:00,,Via Pública,Via Pública,NOSSA SENHORA DE FATIMA,RUA AMADEU CASTANHO,417.0,-22.6881216,-47.6560756,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475633,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GO6428,2025,2025-05-06,2025-05-06,10:15:00,,Via Pública,Via Pública,SANTA ROSA,AVENIDA MARCO PELLEGRINO,0.0,-22.6906901,-47.6135788,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475636,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HG8764,2025,2025-05-19,2025-05-17,,A noite,Comércio e Serviços,Oficina,MARIO DEDINI,RUA AFONSO FIDÉLIS RAZERA,247.0,-22.67924577,-47.6618798279999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475637,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HM2496,2025,2025-05-22,2025-05-22,18:39:00,,Centro Comercial/Empresarial,Estacionamento,VILA REZENDE,AVENIDA DONA FRANCISCA,167.0,-22.7133227,-47.6568278,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475639,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HT1053,2025,2025-05-28,2025-05-27,,A noite,Via Pública,Via Pública,JARDIM PRIMAVERA,AVENIDA MARECHAL CASTELO BRANCO,1000.0,-22.6942278,-47.6511148,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475641,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GJ7071,2025,2025-05-02,2025-05-01,22:15:00,,Via Pública,Via Pública,NOSSA SENHORA DE FATIMA,RUA ALBERTO CORAL,1255.0,-22.6886088,-47.6545038,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475643,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GP6746,2025,2025-05-07,2025-05-06,22:50:00,,Via Pública,Via Pública,VILA REZENDE,AVENIDA MANOEL CONCEIÇÃO,132.0,-22.7095517,-47.6598426,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475644,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GS6135,2025,2025-05-08,2025-04-16,15:57:00,,Rodovia/Estrada,Acostamento,AREIAO,RODOVIA SP 127,29.0,-22.6969478629999,-47.652500544,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475645,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GT2918,2025,2025-05-09,2025-04-19,09:23:00,,Rodovia/Estrada,Acostamento,SANTA ROSA,RUA SANTOS BUELONI FILHO,10.0,-22.6907638,-47.6360001,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475646,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GX4306,2025,2025-05-12,2025-05-09,10:10:15,,Rodovia/Estrada,Acostamento,CAPIM FINO,RUA ROSÁRIO TAKAKI,1.0,-22.6627402,-47.6032487,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475647,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HM3430,2025,2025-05-23,2025-05-22,19:38:00,,Via Pública,Via Pública,CAPIM FINO,RODOVIA ERNESTO PATERNIANI,3.0,-22.6708947,-47.6025511,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475648,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HM6330,2025,2025-05-23,2025-05-23,07:18:00,,Via Pública,Via Pública,LOTEAMENTO SANTA ROSA,AVENIDA ADIEL PAES ZAMITH,1329.0,-22.6821147,-47.6337349,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475649,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HS3936,2025,2025-05-27,2025-05-08,,Pela manhã,Rodovia/Estrada,Acostamento,JARDIM PRIMAVERA,RODOVIA FAUSTO SANTOMAURO,127.0,-22.6393857914453,-47.6119221130687,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475651,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HV4313,2025,2025-05-29,2025-05-29,12:40:00,,Via Pública,Via Pública,VILA INDUSTRIAL,AVENIDA BRASÍLIA,0.0,-22.6829162179999,-47.6698821529999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475652,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HV4754,2025,2025-05-29,2025-05-28,,Pela manhã,Via Pública,Via Pública,NOSSA SENHORA DE FATIMA,RUA IGNÁCIO DA CUNHA CALDEIRA,0.0,-22.6906438,-47.6592665,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475653,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HV5158,2025,2025-05-29,2025-05-14,,A noite,Rodovia/Estrada,Acostamento,ALGODOAL,RODOVIA SP 304,142.0,-22.691304365,-47.6665178449999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475654,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HV5333,2025,2025-05-29,2025-05-01,,A tarde,Rodovia/Estrada,Acostamento,NHÔ QUIM,AVENIDA OSVALDO CRUZ,1.0,-22.7039233,-47.6633874,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475655,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HV5828,2025,2025-05-29,2025-05-26,13:04:49,,Rodovia/Estrada,Acostamento,NOVA PIRACICABA,AVENIDA BARÃO DE SERRA NEGRA,283.0,-22.7104695,-47.6605769,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,2025,CPI-9,10ºBPM/I,5ªCIA
475656,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,GJ0019,2025,2025-05-01,2025-05-01,01:00:34,,Via Pública,Via Pública,MARIO DEDINI,RUA DAS AMBURANAS,104.0,-22.6697611659999,-47.660868514,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475657,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA DA MULHER ONLINE-SEC,DELEGACIA DA MULHER ONLINE,PIRACICABA,GL3887,2025,2025-05-03,2025-05-03,16:20:00,,Via Pública,Via Pública,AREIÃO,AVENIDA LIMEIRA,722.0,-22.7038523,-47.6497462,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475664,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,GX4880,2025,2025-05-12,2025-05-06,17:38:56,,Entidade Assistencial,Outros,MARIO DEDINI,RUA DAS SAPUCÁIAS,230.0,-22.6716438519999,-47.6601285319999,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475666,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,PLANTÃO - DDM PIRACICABA,PIRACICABA,HF3403,2025,2025-05-18,2025-05-18,08:17:00,,Via Pública,Via Pública,ALGODOAL,RUA ALCÍDES CARMIGNANI,150.0,-22.7009307,-47.6698532,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475668,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,HI9941,2025,2025-05-20,2025-05-18,,De madrugada,Via Pública,Via Pública,NHÔ QUIM,RUA OTÁVIO AMARAL GURGEL,239.0,-22.7041815,-47.667515,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475669,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HJ5903,2025,2025-05-21,2025-05-21,04:00:00,,Saúde,Hospital,VILA REZENDE,AVENIDA BARÃO DE VALENÇA,716.0,-22.7070858,-47.654797,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475671,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HN1435,2025,2025-05-23,2025-05-23,09:00:59,,Saúde,Consultório Médico,MÁRIO DEDINI,RUA DOS TOPÁZIOS,210.0,-22.6819849,-47.6595303,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475672,DEINTER 9 - PIRACICABA,DEINTER 9 - PIRACICABA,PLANTÃO - DDM PIRACICABA,PIRACICABA,HO2930,2025,2025-05-24,2025-05-24,02:03:05,,Via Pública,Via Pública,ALGODOAL,RUA JOÃO RAIMUNDO DO NASCIMENTO,50.0,-22.6965342,-47.6702044,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475675,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,HS3380,2025,2025-05-27,2025-05-24,16:50:00,,Via Pública,Via Pública,VILA INDUSTRIAL,AVENIDA LUÍS RALFE BENATI,0.0,-22.683756493,-47.664773092,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475679,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA DA MULHER ONLINE-SEC,DELEGACIA DA MULHER ONLINE,PIRACICABA,HU3385,2025,2025-05-29,2025-05-21,19:00:00,,Via Pública,Via Pública,VILA REZENDE,RUA CAPITÃO HUMBERTO ALDROVANDI,520.0,-22.7084967,-47.6606935,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,5,2025,CPI-9,10ºBPM/I,5ªCIA
475682,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,HU2973,2025,2025-05-28,2025-05-28,16:40:21,,Estabelecimento Prisional,Cadeia/CDP/Presídio,AREIÃO,SP-147,100.0,-22.7012886,-47.6430824,04º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,ilícito extrapenal (tema 506 STF),,PORTE DE ENTORPECENTES,5,2025,CPI-9,10ºBPM/I,5ªCIA
